id,name,article_length,versions,editors,inbound_links
687,Giorgio Gomelsky,17818,212,111,134
688,Giorgio Rossano,171,26,23,27
689,Giorgio Tinazzi,170,21,17,10
690,Giovanni Coppa,2259,73,55,19
691,Giovanni Migliorati,33,3,2,3
692,Girolamo Arnaldi,1129,4,3,5
693,Girolamo Grillo,234,6,4,2
694,Girolamo Prigione,1923,34,25,12
695,Gisela Mota Ocampo,1238,37,24,15
696,Gita Hall,1713,42,18,20
697,Giuliano Carnimeo,520,41,21,87
698,Giuseppe De Andrea,715,13,5,20
699,Giuseppe Drago,379,6,5,17
700,Giuseppe Faraca,343,17,12,26
701,Giuseppe Ferrara,1352,50,19,39
702,Giuseppe Maiani,216,3,2,6
703,Giuseppe Spagnulo,1110,18,5,8
704,Giuseppe Virgili,447,1,1,19
705,Gladys Gunzer,502,5,2,5
706,Gladys Hooper,1804,111,55,12
707,Gladys Nordenstrom,986,40,27,19
708,Glen Dawson,13078,152,32,45
709,Glenn Frey,11307,1181,560,657
710,Glenn Yarbrough,2932,178,101,102
711,Gloria DeHaven,3691,276,177,156
712,Gloria Galeano Garcés,450,30,21,126
713,Glyn W. Humphreys,2630,30,17,7
714,Gnanakoothan,1279,31,18,4
715,Gogi Grant,3238,197,114,73
716,Goldie Michelson,1711,89,32,16
717,Gonzalo López Marañon,234,10,4,4
718,Gopal Gurung,601,31,14,6
719,Goran Hadžić,11607,410,171,241
720,Gordie Sundin,1255,29,18,9
721,"Gordon Borrie, Baron Borrie",1355,48,41,23
722,Gordon Connell (actor),1482,46,29,16
723,Gordon Danby,243,23,18,17
724,Gordon Goody,606,28,15,11
725,Gordon Guyer,1904,26,22,33
726,Gordon Massa,1846,23,16,14
727,Gordon Mowrer,5245,13,7,3
728,Gordon Murray,5519,247,145,298
729,Gottfried Honegger,787,53,37,22
730,Götz George,4854,226,141,174
731,Grace Lotowycz,1834,23,8,8
732,Graeme MacKenzie,151,9,9,5
733,Graham Cairns-Smith,2164,112,75,38
734,Graham Fortune,2402,13,4,10
735,Graham Gibbons,2928,10,5,9
736,Graham Hawkins,4742,62,29,71
737,Graham Moore (footballer),1710,41,35,86
738,Graham Wiggins,3824,130,54,36
739,Grahame Bowen,771,30,10,7
740,Grahame Hodgson,422,27,17,10
741,Grant Wilmot,1594,26,16,7
742,Greg Maher,208,8,7,10
743,Greg Pierce,4382,114,57,126
744,Greg Stemrick,468,36,23,23
745,Gregorio Garavito Jiménez,626,30,25,6
746,Gregory P. Schmidt,675,27,15,4
747,Gregory Rabassa,2135,133,84,68
748,Greta Zimmer Friedman,1878,93,38,12
749,Grigore Obreja,334,34,24,57
750,Guan Guangfu,1330,17,4,24
751,Guda Anjaiah,3036,42,18,4
752,Guido Schmidt-Chiari,3053,30,19,4
753,Guillermo Anderson,1967,10,8,10
754,Gunaram Khanikar,2726,11,4,8
755,Gunnar Garbo,1878,34,22,67
756,Gunnar Gran,1347,11,8,9
757,Gunnel Vallquist,438,71,52,30
758,Gunnila Bernadotte,699,48,25,15
759,Günter Braake,194,15,7,17
760,Günter Schröter,207,36,22,49
761,Gurdial Singh,4287,134,62,90
762,Gustav Meier,5464,60,40,40
763,Gustavo Bueno,990,76,44,73
764,Gustavo Julian Garcia,1756,40,12,9
765,Guy Clark,4838,318,196,400
766,Guy Hamilton,4853,236,141,214
767,Guy Prather,186,15,10,14
768,Guy Woolfenden,1804,73,39,55
769,Gwyn Thomas (poet),2348,55,33,48
770,Gwynn ap Gwilym,789,48,33,24
771,György Kéri,2587,26,20,10
772,Gypsy Joe,5929,200,112,105
773,Gyula Kosice,846,99,71,31
774,H. F. Gierke III,1658,64,29,61
775,H. Joel Deckard,2108,62,32,331
776,Haakon Sørbye,3082,48,28,29
777,Habib (singer),1827,133,76,20
778,Habib-ur-Rehman (actor),2386,100,47,76
779,Hafsa Mossi,1504,6,5,9
780,Hagen Liebing,887,5,4,92
781,Håkon Fimland,894,27,18,11
782,Hal Holman,1195,13,6,4
783,Hal Hudson,1273,17,15,15
784,Hal Lear,764,45,25,108
785,Halil İnalcık,5933,338,160,160
786,Hallard White,644,9,6,7
787,Hamada Emam,686,22,10,13
788,Hamdi Al Banbi,1572,42,10,9
789,Hamdy Ahmed,602,46,21,12
790,Hamza Ali,1987,50,20,23
791,Hamzat Ahmadu,2420,10,9,2
792,Hanif Mohammad,3272,253,148,218
793,Hanna-Marie Weydahl,457,2,2,8
794,Hannan Shah,813,51,33,9
795,Hannes Arch,1098,137,66,297
796,Hannes Bauer,619,47,27,24
797,Hannes Löhr,611,69,52,233
798,Hans Kleefeld,372,30,19,3
799,Hans Koschnick,1518,50,40,72
800,Hans Mühlethaler,709,12,10,5
801,Hans Posthumus,470,11,6,79
802,Hans Ragnemalm,637,38,24,9
803,Hans Reffert,598,37,22,10
804,Hans Rosander,240,4,4,6
805,Hans Stenberg,144,22,16,41
806,Hans-Dietrich Genscher,18915,475,296,326
807,Hans-Jürgen Appelrath,2126,27,13,6
808,Hans-Martin Pawlowski,1378,28,13,4
809,Hansrudi Wäscher,4158,12,10,7
810,Harald Devold,1458,12,9,15
811,Harald Grønningen,716,60,36,331
812,Haro Senft,377,28,7,9
813,"Harold ""H"" Nelson",2861,86,33,17
814,Harold A. Linstone,5427,40,21,51
815,Harold C. Conklin,3408,73,32,49
816,Harold Cohen (artist),1376,45,31,33
817,Harold Duane Vietor,1174,25,18,19
818,Harold H. Saunders,6156,120,45,54
819,Harold Hillman,1492,60,43,12
820,Harold J. Morowitz,2800,59,35,36
821,Harold Kalina,573,6,2,4
822,Harold La Borde,3264,59,37,13
823,Harold Peterman,396,18,10,6
824,Harold Shillinglaw,562,27,17,16
825,Harold Zisla,1110,23,5,5
826,Haron Din,1292,94,47,17
827,Harrie Langman,166,11,5,9
828,Harriet Cornelia Mills,3555,20,8,9
829,Harrison McIntosh,8303,40,16,120
830,Harry Apted,913,23,15,7
831,Harry Elderfield,3342,61,36,69
832,Harry Gilmer,2475,101,51,415
833,Harry Glasgow,640,28,20,31
834,"Harry Gregory (footballer, born 1943)",242,33,24,10
835,Harry Halbreich,1461,44,28,45
836,Harry Harpham,1849,96,43,36
837,Harry Jepson,1988,39,19,50
838,Harry Moule,469,25,18,13
839,Harry Perkowski,3800,46,31,26
840,Harry Rabinowitz,2265,85,44,49
841,Harry Turbott,2054,4,2,4
842,Harry Wade,405,29,20,22
843,Harry Wu,9728,324,165,94
844,Haruko Wakita,1064,28,15,5
845,Hasan Basri Durin,1186,5,4,7
846,Hassan Al-Turabi,21218,477,238,545
847,Hassan Sharif,9018,81,30,19
848,Hatuey de Camps,4954,55,21,9
849,Havo Molisale,1330,2,1,5
850,Hayabusa (wrestler),5677,540,257,97
851,Hayes McClerkin,3952,60,27,31
852,Hazel Newhook,670,48,23,26
853,Headley Bennett,1950,40,22,48
854,Hector A. Cafferata Jr.,3746,151,65,41
855,Héctor Babenco,1944,193,112,161
856,Hector Hatch,1176,59,25,19
857,Héctor Zumbado,8526,51,30,18
858,Hedy Epstein,7732,271,129,53
859,Heinz Bohlen,895,23,11,64
860,Heinz Kiehl,262,14,11,5
861,Heinz Lucas,319,25,17,199
862,Heinz-Georg Baus,483,13,7,6
863,Helen Bailey,3807,136,24,20
864,Helen Fabela Chávez,6758,103,46,22
865,Helena Benitez,665,39,19,33
866,Helias Doundoulakis,3595,138,39,20
867,Hélio Garcia,2562,10,4,24
868,Helle-Vibeke Erichsen,1579,18,4,8
869,Helmut Koester,2123,119,76,93
870,Helmut Rohde,1876,51,12,12
871,Helmut Veith,2333,31,6,3
872,Hendrikje Fitz,214,22,7,8
873,Henk Hofland,4453,77,28,25
874,Henk Schueler,592,12,5,3
875,Henning Enoksen,420,48,33,75
876,Henning Voscherau,2101,61,39,85
877,Henri de Turenne,18428,1,1,4
878,Henrietta Phipps,1305,28,7,12
879,Henrique N'zita Tiago,373,27,16,15
880,Henry Childs,423,54,35,44
881,Henry Connor (botanist),2202,7,3,9
882,Henry Harpending,2941,176,98,73
883,Henry Hobhouse,28,5,4,17
884,Henry McCullough,7623,322,190,223
885,Henry Porter (Canadian admiral),1369,41,13,38
886,Henry R. Horsey,677,13,5,14
887,Henry Sebastian D'Souza,557,9,5,7
888,Henry Snyder,4308,34,29,16
889,Henry Worsley (explorer),4450,171,48,36
890,Henryk Średnicki,314,44,30,74
891,Herawati Diah,452,39,24,14
892,Herbert L. Abrams,2395,5,4,5
893,Herbert Louis,856,16,7,20
894,Herbert Martin,529,40,32,24
895,Herbert Theodore Milburn,1524,32,14,204
896,Herman Joseph Sahadat Pandoyoputro,240,6,3,4
897,Herman Obermayer,2010,65,17,6
898,Hermann Kant,4420,67,46,49
899,Hernán Gamboa,99,102,20,20
900,Herschell Gordon Lewis,8323,389,217,174
901,Herta Groves,780,26,10,9
902,Hidayat Inayat Khan,3321,135,61,39
903,Hilarius Moa Nurak,242,10,9,4
904,Hilary Putnam,36203,1313,532,1002
905,Hildesuse Gaertner,331,32,26,18
906,Hilmar Thate,139,35,19,23
907,Hiroko Nakamura,2018,73,49,33
908,Hiroshi Minatoya,700,19,15,10
909,Ho Fan,3303,64,43,23
910,Hokie Gajan,1438,73,51,30
911,Holger Ursin,398,2,1,4
912,Hollis L. Harris,4666,44,19,10
913,Homa Nategh,209,26,18,7
914,Homayoun Behzadi,2560,120,65,108
915,Honey Chhaya,1063,33,7,11
916,Hoot Hester,2062,129,25,217
917,Horace Ward,1986,67,38,34
918,Horacio Ernesto Benites Astoul,814,23,13,22
919,Horacio Etchegoyen,4053,91,41,33
920,Horacio Olivo,1887,56,34,19
921,Horacio Salgán,1464,87,47,48
922,Horst Meyer (physicist),2646,32,14,10
923,Horst Mittelstaedt,615,18,10,8
924,Horst Sachs,878,39,28,28
925,Hotaru Akane,9337,187,70,347
926,Houshang Ostovar,1346,66,31,20
927,Hovhannes Tcholakian,529,52,32,10
928,Howard Cable,1948,98,50,33
929,Howard Dawson,1285,41,20,11
930,"Howard E. Butt, Jr.",10059,2,2,11
931,Howard G. Swafford,544,20,8,3
932,Howard King (public-address announcer),296,40,35,16
933,Howard Koslow,727,30,22,8
934,Howard Marks,20997,655,379,206
935,Howard Meeks,469,13,6,6
936,Howard Raiffa,3460,126,63,42
937,Howard Schachman,902,25,18,17
938,Hu Hongwen,321,4,1,144
939,Hubbard Alexander,2547,38,6,211
940,Hubert Giraud,27,4,3,8
941,Hubert Yockey,753,63,42,27
942,Hugh Faulkner,2185,65,39,101
943,Hugh Honour,2734,79,34,119
944,Hugh Mortimer,282,4,4,11
945,Hugh O'Brian,9102,405,219,321
946,Hugh Smith (American football),206,25,17,10
947,Hughes Oliphant Old,1387,45,12,30
948,Hugo Niebeling,8957,82,28,15
949,Hugo Rietveld,1379,56,39,11
950,Hugo Tassara,174,11,7,94
951,Huguette Dreyfus,1387,55,44,35
952,Humbert Allen Astredo,5410,49,13,13
953,Hung-ta Chang,2440,37,10,14
954,Huntly D. Millar,3938,68,23,10
955,Hussein Sheikh Abdirahman,1599,8,5,6
956,Ian Britton (Scottish footballer),3493,75,40,21
957,Ian Cowap,486,19,15,11
958,Ian Deans,3220,112,57,56
959,"Ian Gibson (footballer, born 1943)",1797,58,34,54
960,Ian King (footballer),687,39,23,18
961,Ian Murray (bishop),2796,87,37,17
962,Ian Pieris,354,6,3,8
963,Ian Robinson (cricket umpire),741,27,18,60
964,Ian Sander,3721,50,23,37
965,Ian Watkin,207,16,10,15
966,Ibrahim El Bakraoui,3066,31,14,30
967,Ida Gaskin,2004,15,4,17
968,Ida Pedanda Gede Made Gunung,3312,24,14,9
969,Ideler Tonelli,816,4,4,21
970,Ignacio Padilla,4041,85,54,28
971,Ignatius Huang Shou-cheng,265,8,5,2
972,Igor de Rachewiltz,2553,54,36,27
973,Igor Fesunenko,2065,23,14,6
974,Igor Khait,1013,13,2,4
975,Igor Pashkevich,2595,97,45,99
976,Igor Sergun,2532,110,60,134
977,Igor Volchok,599,26,18,135
978,Ihor Zaytsev,28,5,4,6
979,Ilias Polatidis,429,33,16,16
980,Ilija Ivezić,354,50,18,91
981,Ilir Hoti,822,36,13,8
982,Ilkka Hanski,3323,106,63,39
983,Ilkka Ruohonen,1648,5,5,1
984,Ilmari Susiluoto,335,32,16,13
985,Imogen Skirving,370,9,6,5
986,Imre Pozsgay,7819,94,42,103
987,Inder Malhotra,849,33,17,9
988,Ines Mandl,2352,20,14,15
989,Inez Y. Kaiser,2023,20,12,8
990,Inga Clendinnen,2160,145,68,86
991,Inge King,19677,246,98,73
992,Ingram Olkin,2433,52,32,59
993,Inocente Carreño,186,72,11,22
994,Intizar Hussain,2260,148,93,46
995,Ioan Gyuri Pascu,23814,281,64,66
996,Ioannis Petridis,285,6,5,4
997,Iolanda Balaș,3791,212,120,217
998,Ion Panțuru,1302,45,31,44
